Final,I1,I2,I3,I4,I5,I6,I7
On Time,312,438.9,251.4,204.975,542.1,410.2875,266.3625
On Time,318,453.6,261.6,195.3,529.2,398.25,259.95
On Time,381,522.9,309,231.975,602.1,466.9875,318.8625
On Time,321,447.3,251.4,187.875,507.3,381.0375,253.0125
On Time,357,480.9,286.2,203.625,566.7,428.5125,280.8375
On Time,477,653.1,367.8,274.725,733.5,546.8625,370.6875
On Time,318,504,289.2,205.65,562.2,423.225,281.475
On Time,336,462,272.4,201.15,529.8,405.675,270.825
On Time,450,646.8,373.2,278.55,731.4,547.875,369.825
On Time,327,449.4,255.6,191.25,516.6,386.325,252.375
On Time,351,487.2,274.8,207.45,630,526.5,309.9
On Time,339,483,272.4,203.85,543,405.225,270.675
On Time,375,510.3,295.8,214.425,573.9,440.2125,293.1375
On Time,330,462,265.2,196.65,511.8,380.925,251.775
On Time,348,489.3,274.2,206.325,607.8,509.85,306.75
On Time,378,525,309.6,222.3,613.2,438.75,308.25
On Time,318,495.6,276,200.7,534,391.05,262.35
On Time,318,455.7,256.2,190.575,515.7,385.9875,257.0625
On Time,360,485.1,269.4,214.425,581.1,518.625,316.875
On Time,465,640.5,365.4,272.025,729.9,554.5125,370.8375
On Time,330,495.6,270,195.75,510.6,376.875,252.825
On Time,351,491.4,276,214.2,556.8,414,278.4
On Time,381,522.9,280.2,204.975,570.9,430.0875,315.525
On Time,369,527.1,315,236.025,607.5,588.825,359.475
On Time,315,434.7,249,183.375,496.5,367.9875,248.6625
On Time,486,602.7,318.6,237.375,604.5,453.4875,301.1625
On Time,324,459.9,261,195.075,516.9,390.0375,256.0125
On Time,384,531.3,291,225.225,633.9,441.1125,298.2375
On Time,330,457.8,260.4,198.45,533.4,398.025,259.875
On Time,387,508.2,300,220.5,596.4,436.05,277.35
On Time,333,462,264,196.2,561.6,403.2,265.2
On Time,315,483,268.8,195.3,517.2,388.35,259.05
On Time,354,554.4,301.2,227.25,605.4,459.225,291.075
On Time,372,506.1,269.4,208.125,534.3,405.5625,280.3875
On Time,318,453.6,256.8,196.2,520.8,389.7,263.1
On Time,363,504,291.6,219.15,587.4,439.875,288.225
On Time,477,665.7,370.2,277.425,746.7,553.6125,372.9375
On Time,465,653.1,372.6,281.025,753.9,567.1125,377.4375
On Time,381,531.3,312.6,227.925,599.1,460.4625,315.4875
On Time,468,655.2,372,282.6,744,554.4,368.4
On Time,453,648.9,375,281.925,743.1,557.6625,367.0875
On Time,327,453.6,262.8,196.65,521.4,395.325,258.975
On Time,372,529.2,288,216.9,615.6,473.85,289.95
On Time,354,480.9,279,214.425,571.5,417.7125,283.2375
On Time,330,462,260.4,193.05,523.8,392.625,256.875
On Time,330,501.9,295.8,209.925,579.9,417.2625,286.6875
On Time,378,501.9,298.2,217.125,555.9,406.4625,266.2875
On Time,450,648.9,371.4,279.675,744.9,738.675,433.425
On Time,333,480.9,270.6,213.075,550.5,418.8375,294.4125
On Time,462,657.3,378.6,279.675,754.5,554.7375,370.9125
On Time,324,447.3,255,195.525,517.5,388.4625,278.175
On Time,309,436.8,244.8,185.4,504,381.6,249.6
On Time,366,508.2,280.8,207.9,550.8,411.75,275.25
On Time,348,489.3,274.2,204.525,546.3,408.2625,272.8875
On Time,339,487.2,328.8,231.3,596.4,428.85,276.15
On Time,333,464.1,265.8,195.075,514.5,385.5375,261.7125
On Time,327,474.6,272.4,211.05,547.8,408.825,267.075
On Time,366,501.9,268.2,195.975,551.7,403.0875,297.525
On Time,450,583.8,310.8,227.25,588.6,447.525,283.575
On Time,336,491.4,285.6,223.2,600,433.8,299.4
On Time,327,447.3,258.6,195.075,514.5,387.3375,256.3125
On Time,315,445.2,253.2,192.15,513,390.375,256.125
On Time,372,546,309.6,224.1,625.2,479.25,398.7
On Time,315,430.5,252.6,191.25,507,379.125,246.375
On Time,312,434.7,255,193.725,519.9,389.3625,253.3875
On Time,345,529.2,306,236.25,774,634.5,490.2
On Time,393,564.9,305.4,231.525,632.7,471.2625,314.2875
On Time,324,459.9,262.2,192.825,509.1,387.1125,257.4375
On Time,303,432.6,243.6,186.75,501,393.75,256.05
On Time,360,474.6,264,194.4,511.2,382.5,259.5
On Time,387,525,296.4,223.65,619.8,475.425,315.675
On Time,318,453.6,260.4,193.05,523.8,396.225,258.075
On Time,357,510.3,280.2,205.875,564.9,429.6375,271.6125
On Time,312,438.9,262.8,192.15,555.6,406.35,262.65
On Time,324,462,272.4,205.65,547.8,407.025,271.275
On Time,345,499.8,282,206.55,539.4,407.475,271.425
On Time,477,661.5,377.4,279.225,744.3,561.7125,372.0375
On Time,396,556.5,311.4,223.875,591.3,437.7375,298.3125
On Time,369,518.7,311.4,274.95,688.2,490.275,311.025
On Time,321,443.1,256.2,194.175,513.3,388.6875,253.1625
On Time,462,651,372,274.5,726,556.65,375.15
On Time,357,501.9,282.6,213.975,657,467.775,293.925
On Time,324,470.4,270,198.45,535.8,409.725,266.175
On Time,327,457.8,256.8,191.7,514.8,382.05,258.15
On Time,399,516.6,312,231.3,642,480.15,324.45
On Time,375,514.5,304.2,289.35,700.2,503.775,319.125
On Time,330,455.7,261,198.675,533.7,394.5375,282.225
On Time,363,499.8,304.8,231.3,634.8,445.05,312.75
On Time,354,506.1,283.8,209.925,582.3,487.125,305.175
On Time,315,466.2,260.4,194.85,509.4,410.625,264.075
On Time,312,470.4,260.4,196.65,528.6,394.425,262.275
On Time,324,451.5,274.8,202.05,526.2,386.325,259.575
On Time,399,562.8,388.8,324,746.4,481.5,293.7
On Time,345,478.8,289.2,214.65,571.8,443.025,290.475
On Time,324,468.3,269.4,195.525,536.7,406.4625,273.4875
On Time,318,462,266.4,199.8,532.8,403.2,264
On Time,351,485.1,277.8,229.95,587.4,425.475,279.825
On Time,399,548.1,309,224.775,681,465.975,296.925
On Time,342,476.7,276.6,209.025,559.5,411.4125,273.9375
On Time,330,457.8,259.2,193.5,519.6,387.45,256.35
On Time,315,453.6,256.8,195.3,522,390.15,256.05
On Time,351,485.1,281.4,214.425,566.7,428.5125,282.0375
On Time,336,472.5,283.8,204.525,572.7,439.7625,300.1875
On Time,303,422.1,249,191.475,500.1,380.1375,256.3125
On Time,378,516.6,314.4,229.5,584.4,451.35,306.45
On Time,345,550.2,297.6,250.2,612,438.3,281.7
On Time,321,445.2,253.2,192.15,520.2,393.075,263.025
On Time,336,466.2,262.8,206.1,536.4,402.75,265.05
On Time,321,449.4,256.8,198,523.2,387,259.8
On Time,366,495.6,283.2,257.4,607.2,440.1,294.3
On Time,321,455.7,261,194.175,522.9,390.4875,258.5625
On Time,390,501.9,275.4,205.875,552.9,405.3375,263.5125
On Time,321,453.6,256.8,196.2,518.4,383.4,261
On Time,321,443.1,255,190.125,505.5,383.9625,252.7875
On Time,360,527.1,312.6,232.425,744.6,524.025,423.75
On Time,327,459.9,279.6,200.25,521.4,395.325,261.375
On Time,324,459.9,268.2,197.775,520.5,384.1875,262.4625
On Time,327,459.9,258.6,195.075,528.9,389.1375,262.9125
On Time,369,625.8,332.4,234.45,595.8,434.025,285.075
On Time,366,506.1,292.2,209.475,569.7,429.6375,281.2125
On Time,360,485.1,274.2,207.225,559.5,438.4125,291.3375
On Time,354,516.6,296.4,210.15,694.8,460.35,296.25
On Time,360,501.9,322.8,217.35,637.2,431.55,274.65
On Time,315,455.7,261,198.675,524.1,389.1375,261.7125
On Time,321,451.5,277.2,203.85,538.2,399.825,266.475
On Time,648,777,403.2,286.2,760.8,571.5,372.9
On Time,357,546,302.4,244.8,619.2,451.8,294.6
On Time,363,495.6,290.4,209.7,543.6,490.5,289.5
On Time,384,533.4,362.4,252,626.4,432.9,296.7
On Time,336,470.4,267.6,195.75,517.8,397.575,259.725
On Time,351,485.1,303.6,215.55,575.4,514.35,315.45
On Time,402,539.7,298.2,224.325,594.3,467.6625,311.8875
On Time,345,468.3,263.4,211.95,537,406.575,268.725
On Time,363,512.4,298.8,220.05,595.8,430.425,274.275
On Time,357,489.3,282.6,214.875,649.8,445.275,282.825
On Time,327,447.3,258.6,192.375,515.7,382.3875,254.6625
On Time,342,493.5,287.4,217.575,561.3,422.8875,280.1625
On Time,348,508.2,296.4,227.25,610.2,444.825,293.475
On Time,339,470.4,273.6,206.1,536.4,404.55,271.65
On Time,339,466.2,265.2,197.55,532.2,392.175,271.125
On Time,327,459.9,259.8,203.85,528.6,398.025,263.475
On Time,372,506.1,295.8,225.225,569.1,413.2125,290.1375
On Time,399,558.6,322.8,230.85,607.8,458.325,301.575
On Time,471,651,368.4,273.15,743.4,550.575,374.325
On Time,351,483,277.2,203.85,545.4,409.725,263.775
On Time,324,441,256.8,186.3,495.6,380.25,256.35
On Time,378,504,280.8,203.4,549.6,414.9,275.1
On Time,384,539.7,311.4,228.375,599.7,475.0875,307.1625
On Time,402,541.8,307.2,223.2,710.4,486,309.6
On Time,408,546,310.8,240.75,633,483.975,312.525
On Time,363,527.1,298.2,227.925,611.1,470.3625,316.3875
On Time,372,501.9,282.6,212.175,580.5,417.4875,267.5625
On Time,348,501.9,289.8,204.075,521.7,417.0375,265.0125
On Time,324,453.6,260.4,211.5,550.8,397.35,262.05
On Time,336,480.9,273,202.275,540.9,411.6375,272.8125
On Time,402,546,309.6,235.8,621.6,458.1,303.9
On Time,351,476.7,265.8,197.775,554.1,429.1875,278.6625
On Time,474,651,375.6,275.85,727.8,559.125,369.975
On Time,336,491.4,278.4,243,592.8,434.7,276.9
On Time,327,451.5,257.4,197.325,527.1,399.2625,261.4875
On Time,318,457.8,264,199.8,523.2,390.6,264.6
On Time,321,447.3,257.4,191.025,509.1,383.5125,256.2375
On Time,318,451.5,261,197.775,515.7,384.1875,258.8625
On Time,333,453.6,262.8,196.65,521.4,395.325,257.775
On Time,510,600.6,308.4,219.15,594.6,420.975,275.925
On Time,321,453.6,290.4,219.6,549.6,396.9,271.5
On Time,654,1155,511.2,329.4,820.8,586.8,376.8
On Time,339,487.2,270,202.95,556.2,411.975,280.125
On Time,342,537.6,294,211.95,551.4,417.375,279.525
On Time,333,457.8,261.6,196.2,513.6,387,258.6
On Time,453,651,368.4,276.75,741,556.875,365.625
On Time,324,459.9,270.6,204.075,573,421.875,281.025
On Time,330,474.6,302.4,221.4,561.6,421.2,279.6
On Time,360,485.1,301.2,208.35,539.4,398.475,266.025
On Time,318,443.1,267,199.125,524.7,401.9625,265.9875
On Time,315,453.6,259.2,191.7,517.2,431.1,270.9
On Time,321,451.5,255,195.525,527.1,386.6625,253.6875
On Time,372,504,283.2,208.8,571.2,426.6,282.6
On Time,327,447.3,255,191.925,512.7,383.0625,256.0875
On Time,351,478.8,272.4,203.85,562.2,416.025,268.275
On Time,351,487.2,276,207,549.6,409.5,276.9
On Time,360,489.3,282.6,253.35,609,444.375,287.325
On Time,456,634.2,372,374.4,878.4,603,391.8
On Time,375,535.5,287.4,224.775,568.5,461.5875,303.8625
On Time,354,470.4,260.4,193.95,525,384.075,260.025
On Time,336,480.9,274.2,204.525,543.9,410.9625,276.1875
On Time,330,455.7,258.6,196.875,516.9,391.8375,261.4125
On Time,345,495.6,288,212.4,561.6,430.2,288.6
On Time,318,438.9,252.6,184.725,500.7,371.3625,244.9875
On Time,315,449.4,260.4,192.15,510.6,387.675,257.625
On Time,339,474.6,265.2,203.85,559.8,418.725,278.775
On Time,381,522.9,301.8,225.675,627.3,456.6375,297.4125
On Time,318,441,252,190.8,513.6,383.4,255
On Time,462,646.8,372,275.4,729.6,556.2,367.8
On Time,414,554.4,309.6,235.8,614.4,466.2,310.2
On Time,354,501.9,286.2,211.725,572.7,419.9625,280.3875
On Time,408,558.6,324,242.1,656.4,489.15,325.05
On Time,333,464.1,265.8,198.675,531.3,391.8375,260.2125
On Time,402,564.9,305.4,232.425,609.9,475.3125,322.8375
On Time,324,455.7,257.4,191.925,505.5,383.9625,251.5875
On Time,321,449.4,258,195.75,522.6,390.375,263.325
On Time,312,436.8,256.8,190.8,516,384.3,252.9
On Time,360,483,301.2,225.45,583.8,452.925,297.375
On Time,321,449.4,248.4,185.85,499.8,378.225,256.875
On Time,312,432.6,243.6,184.05,487.8,362.925,243.375
On Time,393,564.9,402,264.15,886.8,582.75,351.45
On Time,450,644.7,375,281.025,753.9,563.5125,370.2375
On Time,321,453.6,259.2,196.2,525.6,391.5,262.5
On Time,357,497.7,279,212.625,557.1,415.9125,271.8375
On Time,390,537.6,307.2,230.4,763.2,513,323.4
On Time,330,455.7,261,195.075,519.3,387.3375,262.3125
On Time,357,493.5,285,213.975,578.1,434.5875,278.0625
On Time,396,564.9,323.4,237.375,633.3,471.4875,309.5625
On Time,336,455.7,259.8,193.725,507.9,381.2625,260.2875
On Time,324,441,252,192.6,508.8,383.4,255
On Time,321,443.1,253.8,185.175,498.9,374.2875,249.5625
On Time,330,472.5,273,210.375,551.7,422.8875,275.3625
On Time,348,485.1,277.8,209.475,552.9,416.1375,277.9125
On Time,348,478.8,273.6,207,547.2,414,277.2
On Time,396,537.6,319.2,232.2,612,465.3,309.9
On Time,414,541.8,294,206.55,556.2,420.975,277.125
On Time,354,499.8,273.6,201.6,537.6,417.6,273.6
On Time,321,443.1,259.8,191.025,513.9,385.3125,256.8375
On Time,333,459.9,263.4,195.975,527.7,395.8875,259.1625
On Time,366,512.4,292.8,211.5,570,444.15,299.25
On Time,318,445.2,261.6,198,528,388.8,260.4
On Time,345,562.8,300,216.9,574.8,426.15,281.25
On Time,318,441,255.6,190.35,503.4,381.375,249.525
On Time,351,487.2,278.4,201.6,532.8,412.2,271.8
On Time,336,459.9,271.8,198.225,525.9,388.0125,268.5375
On Time,366,504,328.8,225,559.2,400.5,281.1
On Time,336,506.1,309,228.375,580.5,424.6875,303.5625
On Time,357,468.3,275.4,212.175,544.5,427.3875,276.8625
On Time,348,468.3,261,194.175,503.7,374.2875,251.9625
On Time,321,443.1,252.6,190.125,507.9,379.4625,252.4875
On Time,321,487.2,262.8,193.05,519,383.625,252.675
On Time,411,575.4,312,223.2,628.8,441,297
On Time,318,451.5,267,198.225,528.3,406.9125,274.8375
On Time,465,653.1,366.6,275.175,729.3,548.8875,366.5625
On Time,312,443.1,258.6,199.575,544.5,398.5875,278.0625
On Time,345,485.1,274.2,206.325,546.3,411.8625,271.6875
On Time,342,533.4,288,208.8,549.6,411.3,276.3
On Time,330,466.2,261.6,206.1,560.4,418.95,274.05
On Time,324,451.5,258.6,196.875,521.7,391.8375,261.4125
On Time,318,449.4,256.8,201.6,530.4,396.9,261.9
On Time,315,464.1,258.6,199.575,530.1,400.3875,269.0625
On Time,351,472.5,264.6,198.225,516.3,393.4125,264.3375
On Time,381,543.9,310.2,225.225,621.9,478.0125,320.1375
On Time,471,663.6,373.2,275.85,739.8,549.225,373.875
On Time,327,459.9,257.4,195.525,512.7,383.0625,257.2875
On Time,402,554.4,320.4,222.75,604.2,460.575,309.525
On Time,327,474.6,274.8,207.45,547.8,414.225,266.475
On Time,339,483,272.4,207.45,550.2,473.85,293.55
On Time,318,466.2,259.2,198.9,514.8,382.05,253.35
On Time,339,483,268.8,203.4,549.6,400.5,278.7
On Time,408,556.5,315,233.325,603.9,456.8625,304.6875
On Time,318,447.3,258.6,195.975,525.3,394.9875,258.8625
On Time,348,483,276,208.8,559.2,414.9,273.9
On Time,330,501.9,276.6,205.425,552.3,417.7125,290.4375
On Time,363,546,302.4,225.9,618,454.95,308.85
On Time,303,434.7,245.4,186.525,498.3,375.8625,248.8875
On Time,324,457.8,262.8,193.05,523.8,387.225,255.075
On Time,372,516.6,291.6,217.35,618.6,471.375,311.925
On Time,336,457.8,261.6,197.1,514.8,389.25,256.95
On Time,327,455.7,274.2,203.625,533.1,414.1125,271.2375
On Time,459,638.4,364.8,277.2,1012.8,649.8,405
On Time,327,483,278.4,206.1,565.2,411.75,286.05
On Time,321,451.5,263.4,194.175,515.7,384.1875,262.4625
On Time,345,478.8,272.4,202.95,537,399.375,272.325
On Time,351,478.8,272.4,213.75,568.2,412.875,290.025
On Time,366,525,304.8,233.1,625.2,473.85,305.55
On Time,345,483,309.6,218.7,572.4,425.25,280.95
On Time,351,497.7,270.6,228.15,561,420.975,281.925
On Time,321,434.7,245.4,185.625,489.9,367.3125,246.0375
On Time,375,514.5,298.2,221.625,617.1,451.0125,303.9375
On Time,402,552.3,310.2,284.85,691.8,486.225,320.475
On Time,477,657.3,369,281.475,749.7,565.5375,369.7125
On Time,369,504,291.6,209.25,552.6,425.025,278.475
On Time,360,520.8,303.6,228.15,609,453.375,286.725
On Time,330,501.9,291,243.45,610.2,434.025,313.35
On Time,315,443.1,246.6,186.975,508.5,376.0875,252.5625
On Time,342,464.1,268.2,200.475,545.7,397.2375,265.6125
On Time,327,453.6,262.8,204.75,549,423.675,274.425
On Time,318,445.2,255.6,192.15,513,390.375,257.325
On Time,321,447.3,252.6,190.125,515.1,385.7625,255.7875
On Time,354,478.8,282,205.65,547.8,426.825,287.475
On Time,408,539.7,307.8,224.325,601.5,466.7625,316.3875
On Time,384,525,291.6,211.05,576.6,419.625,291.075
On Time,321,457.8,260.4,201.15,541.8,399.375,269.925
On Time,312,443.1,252.6,187.425,504.3,381.7125,254.4375
On Time,339,487.2,289.2,214.65,574.2,442.125,287.775
On Time,351,489.3,275.4,204.075,550.5,413.4375,273.4125
On Time,348,470.4,276,198,523.2,390.6,257.4
On Time,357,575.4,350.4,236.7,594,417.15,281.85
On Time,354,474.6,264,195.3,517.2,391.95,262.65
On Time,372,491.4,286.8,207.45,564.6,431.325,276.975
On Time,357,495.6,280.8,209.7,548.4,405.45,264.75
On Time,375,527.1,287.4,211.275,612.9,436.8375,344.025
On Time,336,501.9,285,213.975,546.9,430.0875,295.7625
On Time,312,434.7,253.2,192.15,508.2,379.575,257.325
On Time,465,642.6,373.2,276.75,741,556.875,493.65
On Time,351,472.5,313.2,222.75,563.4,403.875,267.825
On Time,354,468.3,265.8,194.175,518.1,392.2875,257.9625
On Time,348,478.8,312,219.6,566.4,423,277.8
On Time,321,441,256.8,190.8,516,384.3,251.7
On Time,354,514.5,292.2,218.475,673.8,456.075,302.025
On Time,318,447.3,256.2,192.375,508.5,386.8875,256.1625
On Time,312,447.3,256.2,195.075,516.9,382.8375,279.225
On Time,351,487.2,274.8,204.75,551.4,413.775,272.325
On Time,336,493.5,285,216.675,557.7,419.7375,282.7125
On Time,330,462,265.2,193.95,517.8,388.575,254.325
On Time,324,457.8,258,207.45,634.8,428.85,280.95
On Time,408,722.4,361.2,255.15,637.8,462.375,308.925
On Time,318,487.2,272.4,199.35,517.8,384.975,262.725
On Time,348,533.4,292.8,226.8,602.4,456.3,302.1
On Time,306,434.7,250.2,190.125,510.3,374.9625,247.3875
On Time,372,495.6,279.6,208.35,558.6,414.675,277.425
On Time,402,527.1,315,221.625,595.5,554.625,337.275
On Time,324,455.7,263.4,198.675,519.3,392.7375,264.1125
On Time,450,644.7,369,278.775,734.1,561.4875,369.5625
On Time,339,478.8,273.6,203.4,549.6,414.9,275.1
On Time,339,466.2,265.2,211.95,632.4,465.75,294.45
On Time,396,541.8,301.2,225.45,624.6,468.225,393.75
On Time,315,436.8,252,192.6,513.6,387,256.2
On Time,339,459.9,280.2,203.175,539.7,423.7875,279.2625
On Time,321,447.3,253.8,194.175,532.5,388.6875,265.1625
On Time,345,483,268.8,196.2,535.2,420.3,282.9
On Time,354,499.8,282,210.15,582.6,438.075,276.825
On Time,465,646.8,373.2,276.75,748.2,566.775,517.05
On Time,327,466.2,274.8,207.45,562.2,412.425,276.675
On Time,360,527.1,299.4,220.275,586.5,461.1375,313.3125
On Time,345,474.6,268.8,205.2,549.6,395.1,258.9
On Time,390,539.7,300.6,222.525,615.9,477.5625,303.1875
On Time,390,535.5,319.8,238.725,651.9,494.6625,308.8875
On Time,432,567,315.6,222.75,594.6,426.375,280.125
On Time,408,556.5,316.2,232.875,600.9,461.1375,306.1125
On Time,339,480.9,273,202.275,545.7,409.8375,275.8125
On Time,453,636.3,361.8,277.875,740.1,551.1375,368.5125
On Time,477,667.8,375.6,283.05,754.2,560.025,369.075
On Time,390,552.3,301.8,220.275,576.9,533.475,338.625
On Time,534,630,346.8,255.15,666.6,473.175,317.325
On Time,348,483,276,207,549.6,409.5,276.9
On Time,420,560.7,313.8,234.675,622.5,465.6375,305.2125
On Time,336,468.3,270.6,205.875,548.1,468.675,283.425
On Time,387,609,318,242.55,637.8,464.175,314.325
On Time,375,642.6,343.2,238.5,644.4,464.85,309.75
On Time,369,537.6,314.4,231.3,601.2,452.25,294.75
On Time,348,491.4,279.6,210.15,565.8,413.775,278.325
On Time,321,453.6,256.8,193.5,522,388.35,273.3
On Time,315,430.5,252.6,186.525,488.7,366.8625,245.8875
On Time,342,480.9,280.2,205.875,536.1,408.0375,276.4125
On Time,357,478.8,285.6,217.8,580.8,408.6,281.4
On Time,351,468.3,264.6,195.525,541.5,395.6625,257.8875
On Time,321,441,256.8,187.2,494.4,365.4,250.2
On Time,369,516.6,294,220.95,568.2,432.675,290.625
On Time,612,743.4,397.2,286.65,742.2,550.125,363.375
On Time,372,512.4,300,220.5,572.4,412.65,273.15
On Time,327,447.3,257.4,190.125,505.5,376.7625,253.9875
On Time,468,642.6,372,277.2,744,552.6,364.2
On Time,462,648.9,376.2,280.575,748.5,557.8875,368.3625
On Time,342,575.4,322.8,245.25,605.4,439.425,278.475
On Time,318,443.1,259.8,197.325,559.8,409.725,264.975
On Time,315,443.1,252.6,190.125,515.1,380.3625,257.5875
On Time,321,495.6,276,200.7,534,391.05,261.15
On Time,330,459.9,259.8,191.025,516.3,386.2125,255.9375
On Time,339,491.4,277.2,204.75,534.6,407.475,275.025
On Time,327,462,262.8,193.05,521.4,384.525,257.775
On Time,471,873.6,435.6,299.25,778.2,770.85,436.95
On Time,312,438.9,250.2,191.025,511.5,375.4125,249.9375
On Time,324,457.8,265.2,199.35,532.2,390.375,257.325
On Time,321,464.1,268.2,204.975,558.9,425.5875,271.4625
On Time,426,569.1,313.8,234.675,620.1,462.9375,306.7125
On Time,333,485.1,283.8,217.125,575.1,424.4625,273.4875
On Time,453,648.9,367.8,275.625,732.3,551.8125,373.5375
On Time,339,489.3,318,219.15,599.4,440.775,293.325
On Time,342,474.6,273.6,207.9,553.2,412.65,277.95
On Time,330,468.3,283.8,229.725,632.7,438.8625,287.8875
On Time,348,489.3,280.2,207.675,545.7,409.8375,275.8125
On Time,372,531.3,315,220.725,596.7,430.7625,285.1875
On Time,357,495.6,279.6,205.65,564.6,409.725,278.175
On Time,321,483,265.2,201.15,527.4,399.375,297.45
On Time,318,449.4,254.4,196.2,513.6,383.4,261
